strain	date	abbr_authors	lineage	genbank_accession	author	accession	host	country	division
LASV/H.sapiens-wt/NGA/2018/IRR_085	2018-02-14	Kafetzopoulou et al.	LII	MK118010	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK118010	Homo sapiens	Nigeria	Edo
Lassa virus/H.sapiens-wt/NGA/2018/ISTH_1024	2018-02-14	Odia et al.	LII	MH157037	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH157037	Homo sapiens	Nigeria	
LASV/H.sapiens-wt/NGA/2018/IRR_066	2018-02-10	Kafetzopoulou et al.	LII	MK117997	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117997	Homo sapiens	Nigeria	Edo
LASV/H.sapiens-wt/NGA/2018/IRR_066_I	2018-02-10	Kafetzopoulou et al.	LII	MK117857	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117857	Homo sapiens	Nigeria	Edo
LASV/H.sapiens-wt/NGA/2017/IRR_003	2017-04-03	Kafetzopoulou et al.	LII	MK117850	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117850	Homo sapiens	Nigeria	Edo
H.sapiens-wt/NGA/2018/LASV0174-EDO-2018	2018-02-12	Siddle et al.	LII	MH887863	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887863	Homo sapiens	Nigeria	
ISTH2037-NIG-2012	2012-12-31 (2012-02-12 - 2012-12-31)	Andersen et al.	LII	KM821961	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM821961	Homo sapiens	Nigeria	
LASV239-NIG-2010	2010-01-01 (2010-01-01 - 2010-11-23)	Andersen et al.	LII	KM822031	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM822031	Homo sapiens	Nigeria	
H.sapiens-wt/NGA/2018/LASV0075-EDO-2017	2017-03-15	Siddle et al.	LII	MH887763	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887763	Homo sapiens	Nigeria	
LASV049-NIG-2009	2009-12-31 (2009-02-08 - 2009-12-31)	Andersen et al.	LII	KM822012	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM822012	Homo sapiens	Nigeria	
ISTH1069-NIG-2011	2011-12-31 (2011-02-09 - 2011-12-31)	Andersen et al.	LII	KM821937	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM821937	Homo sapiens	Nigeria	
LASV736-NIG-2009	2009-01-01 (2009-01-01 - 2009-10-20)	Andersen et al.	LII	KM822063	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM822063	Homo sapiens	Nigeria	
LASV246-NIG-2010	2010-12-31 (2010-03-27 - 2010-12-31)	Andersen et al.	LII	KM822039	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM822039	Homo sapiens	Nigeria	
ISTH2304-NIG-2012	2012-01-01 (2012-01-01 - 2012-11-16)	Andersen et al.	LII	KM821988	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM821988	Homo sapiens	Nigeria	
H.sapiens-wt/NGA/2018/LASV0068-ONDO-2017	2017-01-26	Siddle et al.	LII	MH887888	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887888	Homo sapiens	Nigeria	
ISTH1129-NIG-2012	2012-04-11 (2012-01-01 - 2012-12-31)	Andersen et al.	LII	KM821947	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM821947	Homo sapiens	Nigeria	
LASV/H.sapiens-tc/NGA/2011/IRR_001	2011-08-02	Ehichioya et al.	LII	MK107897	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107897	Homo sapiens	Nigeria	Ondo
LASV/H.sapiens-tc/NGA/2015/IRR_012	2015-11-06	Ehichioya et al.	LII	MK107916	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107916	Homo sapiens	Nigeria	Ondo
Lassa virus/H.sapiens-wt/NGA/2015/ISTH_0682	2015-11-06	Odia et al.	LII	MH053559	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053559	Homo sapiens	Nigeria	
H.sapiens-wt/NGA/2018/LASV0096-ONDO-2017	2017-09-18	Siddle et al.	LII	MH887758	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887758	Homo sapiens	Nigeria	
LASV/H.sapiens-wt/NGA/2018/IRR_126	2018-02-28	Kafetzopoulou et al.	LII	MK118030	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK118030	Homo sapiens	Nigeria	Ondo
H.sapiens-wt/NGA/2018/LASV0207-ONDO-2018	2018-02-28	Siddle et al.	LII	MH887803	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887803	Homo sapiens	Nigeria	
LASV/H.sapiens-wt/NGA/2018/IRR_126_I	2018-02-28	Kafetzopoulou et al.	LII	MK117864	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117864	Homo sapiens	Nigeria	Ondo
H.sapiens-wt/NGA/2018/LASV0108-ONDO-2017	2017-12-17	Siddle et al.	LII	MH887848	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887848	Homo sapiens	Nigeria	
LASV/H.sapiens-tc/NGA/2015/IRR_006	2015-02-22	Ehichioya et al.	LII	MK107950	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107950	Homo sapiens	Nigeria	Ondo
LASV/H.sapiens-tc/NGA/2014/IRR_012	2014-08-10	Ehichioya et al.	LII	MK107909	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107909	Homo sapiens	Nigeria	Ondo
LASV006-NIG-2008	2008-01-01 (2008-01-01 - 2008-11-11)	Andersen et al.	LII	KM822002	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM822002	Homo sapiens	Nigeria	
H.sapiens-wt/NGA/2018/LASV0144-ONDO-2018	2018-01-23	Siddle et al.	LII	MH887764	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887764	Homo sapiens	Nigeria	
H.sapiens-wt/NGA/2018/LASV0160-KOGI-2018	2018-02-06	Siddle et al.	LII	MH887796	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887796	Homo sapiens	Nigeria	
ISTH1111-NIG-2011	2011-12-31 (2011-02-18 - 2011-12-31)	Andersen et al.	LII	KM821943	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM821943	Homo sapiens	Nigeria	
H.sapiens-wt/NGA/2018/LASV0164-ONDO-2018	2018-02-09	Siddle et al.	LII	MH887821	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887821	Homo sapiens	Nigeria	
